chr	start	end	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	cellType	class	isPromoterElement	isGenicElement	isIntergenicElement	enhancerSymbol	name	normalized_h3K27ac	normalized_dhs	activity_base
chr22	43045308	43045808	24	55.261213	0.476462	0.476462	110.522426	0.485157	20	51.237777	0.453223	0.453223	102.475553	0.462369	53.249495	0.466417	106.498989	0.474363	6	27.421426	0.513793	0.513793	54.842852	0.521739	27.421426	0.513793	54.842852	0.521739	K562	intergenic	False	False	True		intergenic|chr22:43045308-43045808	27.421426	53.249495	38.212264
chr22	43052458	43052958	21	48.353561	0.415292	0.415292	96.707122	0.423388	24	61.485332	0.520540	0.520540	122.970664	0.527436	54.919447	0.478561	109.838893	0.487856	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	intergenic	False	False	True		intergenic|chr22:43052458-43052958	0.000000	54.919447	0.000000
chr22	43058087	43058587	37	85.194370	0.620840	0.620840	170.388740	0.629835	32	81.980443	0.614243	0.614243	163.960885	0.623238	83.587406	0.616792	167.174812	0.626987	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	intergenic	False	False	True		intergenic|chr22:43058087-43058587	9.140475	83.587406	27.641068
chr22	43076556	43077056	18	41.445910	0.350525	0.350525	82.891819	0.357721	18	46.113999	0.414393	0.414393	92.227998	0.422489	43.779954	0.389805	87.559909	0.397001	3	13.710713	0.340330	0.340330	27.421426	0.343628	13.710713	0.340330	27.421426	0.343628	K562	intergenic	False	False	True		intergenic|chr22:43076556-43077056	13.710713	43.779954	24.500090
chr22	43186712	43187212	11	25.328056	0.144978	0.144978	50.656112	0.147526	5	12.809444	0.097301	0.097301	25.618888	0.098201	19.068750	0.102849	38.137500	0.104048	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	intergenic	False	False	True		intergenic|chr22:43186712-43187212	0.000000	19.068750	0.000000
chr22	43084257	43084757	53	122.035178	0.708396	0.708396	244.070357	0.719490	37	94.789887	0.648876	0.648876	189.579773	0.660420	108.412533	0.679910	216.825065	0.691004	3	13.710713	0.340330	0.340330	27.421426	0.343628	13.710713	0.340330	27.421426	0.343628	K562	intergenic	False	False	True		intergenic|chr22:43084257-43084757	13.710713	108.412533	38.554029
chr22	43096237	43096737	9	20.722955	0.091454	0.091454	41.445910	0.092804	7	17.933222	0.135982	0.135982	35.866444	0.138081	19.328088	0.107046	38.656177	0.108246	3	13.710713	0.340330	0.340330	27.421426	0.343628	13.710713	0.340330	27.421426	0.343628	K562	genic	False	True	False		genic|chr22:43096237-43096737	13.710713	19.328088	16.278878
chr22	43110946	43111446	17	39.143359	0.323388	0.323388	78.286718	0.329835	16	40.990221	0.373613	0.373613	81.980443	0.381109	40.066790	0.353223	80.133580	0.360120	4	18.280951	0.407946	0.407946	36.561902	0.413043	18.280951	0.407946	36.561902	0.413043	K562	genic	False	True	False		genic|chr22:43110946-43111446	18.280951	40.066790	27.063980
chr22	43113248	43113748	57	131.245381	0.726087	0.726087	262.490761	0.736882	38	97.351776	0.655172	0.655172	194.703551	0.666417	114.298578	0.692654	228.597156	0.703748	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	genic	False	True	False		genic|chr22:43113248-43113748	9.140475	114.298578	32.322490
chr22	43116666	43117166	4	9.210202	0.054123	0.054123	18.420404	0.054273	2	5.123778	0.043778	0.043778	10.247555	0.043928	7.166990	0.048876	14.333980	0.049175	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	promoter	True	False	False	A4GALT	promoter|chr22:43116666-43117166	4.570238	7.166990	5.723185
chr22	43118992	43119492	55	126.640279	0.716642	0.716642	253.280559	0.727436	38	97.351776	0.655172	0.655172	194.703551	0.666417	111.996027	0.687856	223.992055	0.699550	3	13.710713	0.340330	0.340330	27.421426	0.343628	13.710713	0.340330	27.421426	0.343628	K562	intergenic	False	False	True		intergenic|chr22:43118992-43119492	13.710713	111.996027	39.186036
chr22	43130193	43130693	11	25.328056	0.144978	0.144978	50.656112	0.147526	11	28.180777	0.242729	0.242729	56.361554	0.245277	26.754417	0.186957	53.508833	0.190855	3	13.710713	0.340330	0.340330	27.421426	0.343628	13.710713	0.340330	27.421426	0.343628	K562	intergenic	False	False	True		intergenic|chr22:43130193-43130693	13.710713	26.754417	19.152601
chr22	43136318	43136818	12	27.630606	0.176162	0.176162	55.261213	0.179910	10	25.618888	0.212744	0.212744	51.237777	0.215142	26.624747	0.185457	53.249495	0.189355	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	intergenic	False	False	True		intergenic|chr22:43136318-43136818	0.000000	26.624747	0.000000
chr22	43141136	43141636	10	23.025505	0.113793	0.113793	46.051011	0.115592	8	20.495111	0.158621	0.158621	40.990221	0.161019	21.760308	0.132684	43.520616	0.135082	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	intergenic	False	False	True		intergenic|chr22:43141136-43141636	9.140475	21.760308	14.103176
chr22	43150662	43151162	209	481.233062	0.923388	0.923388	962.466124	0.930885	205	525.187210	0.936582	0.936582	1050.374420	0.943328	503.210136	0.930735	1006.420272	0.939130	5	22.851188	0.466117	0.466117	45.702377	0.473013	22.851188	0.466117	45.702377	0.473013	K562	intergenic	False	False	True		intergenic|chr22:43150662-43151162	22.851188	503.210136	107.233156
chr22	43165893	43166393	31	71.379067	0.568216	0.568216	142.758133	0.577961	31	79.418554	0.603748	0.603748	158.837107	0.612444	75.398810	0.590255	150.797620	0.599100	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	intergenic	False	False	True		intergenic|chr22:43165893-43166393	4.570238	75.398810	18.563149
chr22	43094522	43095022	9	20.722955	0.091454	0.091454	41.445910	0.092804	9	23.056999	0.184558	0.184558	46.113999	0.186207	21.889977	0.135082	43.779954	0.137481	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	genic	False	True	False		genic|chr22:43094522-43095022	4.570238	21.889977	10.002120
chr22	42526633	42527133	4	9.210202	0.054123	0.054123	18.420404	0.054273	1	2.561889	0.027286	0.027286	5.123778	0.027586	5.886045	0.043028	11.772091	0.043328	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	promoter	True	False	False	LOC101929829,CYP2D6	promoter|chr22:42526633-42527133	0.000000	5.886045	0.000000
chr22	42516388	42516888	41	94.404572	0.643328	0.643328	188.809144	0.654273	41	105.037442	0.672864	0.672864	210.074884	0.683358	99.721007	0.659670	199.442014	0.671064	13	59.413090	0.713643	0.713643	118.826180	0.721739	59.413090	0.713643	118.826180	0.721739	K562	genic	False	True	False		genic|chr22:42516388-42516888	59.413090	99.721007	76.972288
chr22	42511415	42511915	26	59.866314	0.509745	0.509745	119.732628	0.517391	27	69.170998	0.561769	0.561769	138.341997	0.569415	64.518656	0.541379	129.037312	0.550075	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	genic	False	True	False		genic|chr22:42511415-42511915	4.570238	64.518656	17.171651
chr22	41930260	41930760	12	27.630606	0.176162	0.176162	55.261213	0.179910	5	12.809444	0.097301	0.097301	25.618888	0.098201	20.220025	0.113043	40.440051	0.114243	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	genic	False	True	False		genic|chr22:41930260-41930760	9.140475	20.220025	13.594876
chr22	41935840	41936340	178	409.853995	0.905247	0.905247	819.707991	0.911544	146	374.035769	0.902099	0.902099	748.071538	0.907946	391.944882	0.904648	783.889764	0.910045	33	150.817844	0.876162	0.876162	301.635688	0.883358	150.817844	0.876162	301.635688	0.883358	K562	genic	False	True	False		genic|chr22:41935840-41936340	150.817844	391.944882	243.130175
chr22	41940243	41940870	274	630.898847	0.947076	0.947076	1006.218256	0.936432	267	684.024317	0.957271	0.957271	1090.947875	0.945427	657.461582	0.952924	1048.583065	0.940930	15	68.553565	0.749025	0.749025	109.335830	0.691754	68.553565	0.749025	109.335830	0.691754	K562	promoter	True	False	False	POLR3H	promoter|chr22:41940243-41940870	68.553565	657.461582	212.300107
chr22	41949727	41950227	27	62.168864	0.522789	0.522789	124.337729	0.530885	26	66.609110	0.547526	0.547526	133.218219	0.554573	64.388987	0.539730	128.777974	0.548726	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	genic	False	True	False		genic|chr22:41949727-41950227	0.000000	64.388987	0.000000
chr22	41951316	41951816	16	36.840809	0.297451	0.297451	73.681617	0.304048	5	12.809444	0.097301	0.097301	25.618888	0.098201	24.825126	0.163118	49.650253	0.166417	4	18.280951	0.407946	0.407946	36.561902	0.413043	18.280951	0.407946	36.561902	0.413043	K562	genic	False	True	False		genic|chr22:41951316-41951816	18.280951	24.825126	21.303214
chr22	41956637	41957263	2	4.605101	0.036432	0.036432	7.356391	0.030285	4	10.247555	0.081409	0.081409	16.369897	0.073463	7.426328	0.050975	11.863144	0.044078	6	27.421426	0.513793	0.513793	43.804195	0.448876	27.421426	0.513793	43.804195	0.448876	K562	promoter	True	False	False	LOC105373044,CSDC2	promoter|chr22:41956637-41957263	27.421426	7.426328	14.270267
chr22	41959124	41959624	88	202.624447	0.811694	0.811694	405.248894	0.820690	53	135.780108	0.736882	0.736882	271.560216	0.747826	169.202278	0.784108	338.404555	0.793703	29	132.536893	0.859670	0.859670	265.073786	0.868516	132.536893	0.859670	265.073786	0.868516	K562	genic	False	True	False		genic|chr22:41959124-41959624	132.536893	169.202278	149.751608
chr22	41961481	41961981	205	472.022860	0.921889	0.921889	944.045719	0.928786	145	371.473880	0.900450	0.900450	742.947761	0.906147	421.748370	0.913043	843.496740	0.919640	48	219.371410	0.914243	0.914243	438.742819	0.919340	219.371410	0.914243	438.742819	0.919340	K562	genic	False	True	False		genic|chr22:41961481-41961981	219.371410	421.748370	304.170239
chr22	41969296	41969796	18	41.445910	0.350525	0.350525	82.891819	0.357721	7	17.933222	0.135982	0.135982	35.866444	0.138081	29.689566	0.223538	59.379131	0.227136	6	27.421426	0.513793	0.513793	54.842852	0.521739	27.421426	0.513793	54.842852	0.521739	K562	genic	False	True	False		genic|chr22:41969296-41969796	27.421426	29.689566	28.532968
chr22	41972903	41973403	27	62.168864	0.522789	0.522789	124.337729	0.530885	18	46.113999	0.414393	0.414393	92.227998	0.422489	54.141432	0.473163	108.282863	0.481259	4	18.280951	0.407946	0.407946	36.561902	0.413043	18.280951	0.407946	36.561902	0.413043	K562	genic	False	True	False		genic|chr22:41972903-41973403	18.280951	54.141432	31.460401
chr22	41929251	41929751	15	34.538258	0.269865	0.269865	69.076516	0.276762	11	28.180777	0.242729	0.242729	56.361554	0.245277	31.359518	0.242279	62.719035	0.246177	9	41.132139	0.617691	0.617691	82.264279	0.625787	41.132139	0.617691	82.264279	0.625787	K562	genic	False	True	False		genic|chr22:41929251-41929751	41.132139	31.359518	35.914956
chr22	41985621	41986300	487	1121.342111	0.974513	0.974513	1651.461135	0.967016	377	965.832089	0.972264	0.972264	1422.433120	0.963118	1043.587100	0.973913	1536.947128	0.964918	27	123.396418	0.849025	0.849025	181.732574	0.808096	123.396418	0.849025	181.732574	0.808096	K562	promoter	True	False	False	PMM1	promoter|chr22:41985621-41986300	123.396418	1043.587100	358.852212
chr22	41999796	42000296	237	545.704477	0.937181	0.937181	1091.408954	0.943328	203	520.063432	0.935832	0.935832	1040.126865	0.942729	532.883955	0.935532	1065.767909	0.942429	13	59.413090	0.713643	0.713643	118.826180	0.721739	59.413090	0.713643	118.826180	0.721739	K562	genic	False	True	False		genic|chr22:41999796-42000296	59.413090	532.883955	177.933365
chr22	42004688	42005188	12	27.630606	0.176162	0.176162	55.261213	0.179910	12	30.742666	0.272114	0.272114	61.485332	0.274963	29.186636	0.218891	58.373272	0.222489	4	18.280951	0.407946	0.407946	36.561902	0.413043	18.280951	0.407946	36.561902	0.413043	K562	genic	False	True	False		genic|chr22:42004688-42005188	18.280951	29.186636	23.098906
chr22	42016811	42017451	426	980.886528	0.969865	0.969865	1532.635200	0.962519	327	837.737647	0.966117	0.966117	1308.965074	0.958921	909.312088	0.968816	1420.800137	0.961319	136	621.552327	0.976612	0.976612	971.175511	0.972414	621.552327	0.976612	971.175511	0.972414	K562	promoter	True	False	False	XRCC6,DESI1	promoter|chr22:42016811-42017451	621.552327	909.312088	751.787898
chr22	42052449	42052949	13	29.933157	0.207946	0.207946	59.866314	0.213493	13	33.304555	0.299400	0.299400	66.609110	0.304948	31.618856	0.246627	63.237712	0.250525	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	genic	False	True	False		genic|chr22:42052449-42052949	9.140475	31.618856	17.000335
chr22	42062590	42063090	83	191.111694	0.803748	0.803748	382.223389	0.813793	85	217.760550	0.828336	0.828336	435.521101	0.836432	204.436122	0.814993	408.872245	0.823988	59	269.644024	0.931484	0.931484	539.288048	0.937481	269.644024	0.931484	539.288048	0.937481	K562	intergenic	False	False	True		intergenic|chr22:42062590-42063090	269.644024	204.436122	234.787092
chr22	42063287	42063787	58	133.547931	0.730285	0.730285	267.095862	0.741229	30	76.856665	0.593403	0.593403	153.713330	0.601799	105.202298	0.672864	210.404596	0.683658	38	173.669033	0.892804	0.892804	347.338065	0.898051	173.669033	0.892804	347.338065	0.898051	K562	intergenic	False	False	True		intergenic|chr22:42063287-42063787	173.669033	105.202298	135.167974
chr22	42078271	42078771	188	432.879501	0.911544	0.911544	865.759001	0.918741	156	399.654657	0.910645	0.910645	799.309315	0.916642	416.267079	0.912144	832.534158	0.918441	74	338.197590	0.947526	0.947526	676.395179	0.953523	338.197590	0.947526	676.395179	0.953523	K562	genic	False	True	False		genic|chr22:42078271-42078771	338.197590	416.267079	375.207306
chr22	42083623	42084123	12	27.630606	0.176162	0.176162	55.261213	0.179910	12	30.742666	0.272114	0.272114	61.485332	0.274963	29.186636	0.218891	58.373272	0.222489	61	278.784500	0.933133	0.933133	557.568999	0.940330	278.784500	0.933133	557.568999	0.940330	K562	genic	False	True	False		genic|chr22:42083623-42084123	278.784500	29.186636	90.204112
chr22	42084663	42085233	76	174.993841	0.787406	0.787406	307.006738	0.768816	72	184.455996	0.798951	0.798951	323.607010	0.784408	179.724918	0.794003	315.306874	0.777811	60	274.214262	0.932534	0.932534	481.077652	0.928636	274.214262	0.932534	481.077652	0.928636	K562	promoter	True	False	False	SNU13	promoter|chr22:42084663-42085233	274.214262	179.724918	221.998054
chr22	42086296	42086796	4	9.210202	0.054123	0.054123	18.420404	0.054273	6	15.371333	0.114993	0.114993	30.742666	0.116492	12.290768	0.065517	24.581535	0.065517	5	22.851188	0.466117	0.466117	45.702377	0.473013	22.851188	0.466117	45.702377	0.473013	K562	promoter	True	False	False	C22orf46	promoter|chr22:42086296-42086796	22.851188	12.290768	16.758838
chr22	41993776	41994276	41	94.404572	0.643328	0.643328	188.809144	0.654273	43	110.161220	0.684108	0.684108	220.322439	0.694753	102.282896	0.665067	204.565792	0.676462	14	63.983328	0.733133	0.733133	127.966656	0.740780	63.983328	0.733133	127.966656	0.740780	K562	genic	False	True	False		genic|chr22:41993776-41994276	63.983328	102.282896	80.897466
chr22	42093102	42093602	53	122.035178	0.708396	0.708396	244.070357	0.719490	51	130.656330	0.726087	0.726087	261.312661	0.736882	126.345754	0.717691	252.691509	0.728186	12	54.842852	0.692654	0.692654	109.685705	0.701499	54.842852	0.692654	109.685705	0.701499	K562	genic	False	True	False		genic|chr22:42093102-42093602	54.842852	126.345754	83.241585
chr22	41919584	41920084	250	575.637634	0.941379	0.941379	1151.275268	0.947676	189	484.196989	0.929535	0.929535	968.393978	0.936732	529.917311	0.934333	1059.834623	0.941529	89	406.751155	0.958471	0.958471	813.502310	0.964168	406.751155	0.958471	813.502310	0.964168	K562	genic	False	True	False		genic|chr22:41919584-41920084	406.751155	529.917311	464.267680
chr22	41908687	41909187	53	122.035178	0.708396	0.708396	244.070357	0.719490	41	105.037442	0.672864	0.672864	210.074884	0.683358	113.536310	0.690705	227.072620	0.701799	37	169.098795	0.889955	0.889955	338.197590	0.896102	169.098795	0.889955	338.197590	0.896102	K562	genic	False	True	False		genic|chr22:41908687-41909187	169.098795	113.536310	138.559926
chr22	41700340	41700840	59	135.850482	0.734183	0.734183	271.700963	0.744378	64	163.960885	0.776612	0.776612	327.921770	0.786507	149.905683	0.758621	299.811367	0.768216	24	109.685705	0.833883	0.833883	219.371410	0.843028	109.685705	0.833883	219.371410	0.843028	K562	genic	False	True	False		genic|chr22:41700340-41700840	109.685705	149.905683	128.228353
chr22	41703846	41704346	34	78.286718	0.599100	0.599100	156.573436	0.608396	23	58.923443	0.507646	0.507646	117.846886	0.514843	68.605081	0.563568	137.210161	0.570765	21	95.974992	0.814093	0.814093	191.949983	0.821889	95.974992	0.814093	191.949983	0.821889	K562	genic	False	True	False		genic|chr22:41703846-41704346	95.974992	68.605081	81.144144
chr22	41704566	41705066	20	46.051011	0.394303	0.394303	92.102021	0.402399	21	53.799665	0.471964	0.471964	107.599331	0.480360	49.925338	0.440480	99.850676	0.448576	9	41.132139	0.617691	0.617691	82.264279	0.625787	41.132139	0.617691	82.264279	0.625787	K562	genic	False	True	False		genic|chr22:41704566-41705066	41.132139	49.925338	45.315957
chr22	41707425	41707925	76	174.993841	0.787406	0.787406	349.987681	0.797001	60	153.713330	0.763718	0.763718	307.426660	0.773163	164.353585	0.777511	328.707170	0.786507	17	77.694041	0.773313	0.773313	155.388082	0.780360	77.694041	0.773313	155.388082	0.780360	K562	genic	False	True	False		genic|chr22:41707425-41707925	77.694041	164.353585	113.001302
chr22	41730908	41731408	9	20.722955	0.091454	0.091454	41.445910	0.092804	3	7.685666	0.063118	0.063118	15.371333	0.063718	14.204311	0.073313	28.408621	0.074213	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	genic	False	True	False		genic|chr22:41730908-41731408	9.140475	14.204311	11.394479
chr22	41746042	41746542	33	75.984168	0.588306	0.588306	151.968335	0.598051	30	76.856665	0.593403	0.593403	153.713330	0.601799	76.420416	0.593403	152.840833	0.602699	10	45.702377	0.646177	0.646177	91.404754	0.654723	45.702377	0.646177	91.404754	0.654723	K562	genic	False	True	False		genic|chr22:41746042-41746542	45.702377	76.420416	59.098178
chr22	41750031	41750531	19	43.748460	0.373463	0.373463	87.496920	0.380660	14	35.866444	0.326387	0.326387	71.732887	0.332084	39.807452	0.349625	79.614904	0.356222	16	73.123803	0.761769	0.761769	146.247606	0.768666	73.123803	0.761769	146.247606	0.768666	K562	genic	False	True	False		genic|chr22:41750031-41750531	73.123803	39.807452	53.952500
chr22	41763057	41763557	214	492.745815	0.926237	0.926237	985.491629	0.933583	195	499.568322	0.933433	0.933433	999.136643	0.940030	496.157068	0.929235	992.314136	0.936732	4	18.280951	0.407946	0.407946	36.561902	0.413043	18.280951	0.407946	36.561902	0.413043	K562	intergenic	False	False	True		intergenic|chr22:41763057-41763557	18.280951	496.157068	95.237718
chr22	41776345	41776845	67	154.270886	0.757721	0.757721	308.541772	0.770015	66	169.084663	0.782459	0.782459	338.169325	0.791904	161.677774	0.774213	323.355549	0.783508	69	315.346401	0.942129	0.942129	630.692802	0.948576	315.346401	0.942129	630.692802	0.948576	K562	intergenic	False	False	True		intergenic|chr22:41776345-41776845	315.346401	161.677774	225.797485
chr22	41776960	41777460	123	283.213716	0.864168	0.864168	566.427432	0.868516	140	358.664436	0.895952	0.895952	717.328872	0.901049	320.939076	0.880060	641.878152	0.884858	80	365.619016	0.952024	0.952024	731.238032	0.957871	365.619016	0.952024	731.238032	0.957871	K562	promoter	True	False	False	TEF	promoter|chr22:41776960-41777460	365.619016	320.939076	342.551353
chr22	41913622	41914122	16	36.840809	0.297451	0.297451	73.681617	0.304048	8	20.495111	0.158621	0.158621	40.990221	0.161019	28.667960	0.207496	57.335919	0.211094	5	22.851188	0.466117	0.466117	45.702377	0.473013	22.851188	0.466117	45.702377	0.473013	K562	genic	False	True	False		genic|chr22:41913622-41914122	22.851188	28.667960	25.594862
chr22	41777523	41778182	284	653.924352	0.950825	0.950825	992.297954	0.934633	231	591.796320	0.944678	0.944678	898.021729	0.928336	622.860336	0.947826	945.159842	0.931934	15	68.553565	0.749025	0.749025	104.026655	0.690555	68.553565	0.749025	104.026655	0.690555	K562	promoter	True	False	False	TEF	promoter|chr22:41777523-41778182	68.553565	622.860336	206.638082
chr22	41809609	41810109	56	128.942830	0.720990	0.720990	257.885660	0.731484	44	112.723108	0.689205	0.689205	225.446217	0.699400	120.832969	0.704948	241.665938	0.717241	63	287.924975	0.934933	0.934933	575.849950	0.941979	287.924975	0.934933	575.849950	0.941979	K562	intergenic	False	False	True		intergenic|chr22:41809609-41810109	287.924975	120.832969	186.523000
chr22	41840274	41840774	336	773.656980	0.959520	0.959520	1547.313960	0.963118	262	671.214873	0.956522	0.956522	1342.429747	0.960720	722.435927	0.958921	1444.871853	0.962219	37	169.098795	0.889955	0.889955	338.197590	0.896102	169.098795	0.889955	338.197590	0.896102	K562	genic	False	True	False		genic|chr22:41840274-41840774	169.098795	722.435927	349.518304
chr22	41842642	41843277	104	239.465256	0.838681	0.838681	377.110639	0.810495	94	240.817550	0.842579	0.842579	379.240236	0.813793	240.141403	0.842129	378.175438	0.811694	98	447.883294	0.962969	0.962969	705.328023	0.956222	447.883294	0.962969	705.328023	0.956222	K562	promoter	True	False	False	TOB2	promoter|chr22:41842642-41843277	447.883294	240.141403	327.956282
chr22	41844318	41844818	430	990.096730	0.970765	0.970765	1980.193460	0.974963	332	850.547091	0.967766	0.967766	1701.094183	0.971364	920.321911	0.969115	1840.643822	0.973313	22	100.545229	0.821589	0.821589	201.090459	0.830585	100.545229	0.821589	201.090459	0.830585	K562	intergenic	False	False	True		intergenic|chr22:41844318-41844818	100.545229	920.321911	304.193980
chr22	41864458	41865845	456	1049.963044	0.972114	0.972114	757.002916	0.901049	400	1024.755532	0.973913	0.973913	738.828790	0.904348	1037.359288	0.973313	747.915853	0.904948	402	1837.235555	0.998501	0.998501	1324.611070	0.984108	1837.235555	0.998501	1324.611070	0.984108	K562	promoter	True	False	False	ACO2,PHF5A	promoter|chr22:41864458-41865845	1837.235555	1037.359288	1380.533725
chr22	41878250	41878750	34	78.286718	0.599100	0.599100	156.573436	0.608396	30	76.856665	0.593403	0.593403	153.713330	0.601799	77.571692	0.596102	155.143383	0.605397	14	63.983328	0.733133	0.733133	127.966656	0.740780	63.983328	0.733133	127.966656	0.740780	K562	genic	False	True	False		genic|chr22:41878250-41878750	63.983328	77.571692	70.450656
chr22	41883213	41883713	20	46.051011	0.394303	0.394303	92.102021	0.402399	20	51.237777	0.453223	0.453223	102.475553	0.462369	48.644394	0.431934	97.288787	0.439430	10	45.702377	0.646177	0.646177	91.404754	0.654723	45.702377	0.646177	91.404754	0.654723	K562	genic	False	True	False		genic|chr22:41883213-41883713	45.702377	48.644394	47.150444
chr22	41884605	41885105	11	25.328056	0.144978	0.144978	50.656112	0.147526	5	12.809444	0.097301	0.097301	25.618888	0.098201	19.068750	0.102849	38.137500	0.104048	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	genic	False	True	False		genic|chr22:41884605-41885105	9.140475	19.068750	13.202176
chr22	41889964	41890464	10	23.025505	0.113793	0.113793	46.051011	0.115592	8	20.495111	0.158621	0.158621	40.990221	0.161019	21.760308	0.132684	43.520616	0.135082	9	41.132139	0.617691	0.617691	82.264279	0.625787	41.132139	0.617691	82.264279	0.625787	K562	genic	False	True	False		genic|chr22:41889964-41890464	41.132139	21.760308	29.917353
chr22	41901649	41902149	16	36.840809	0.297451	0.297451	73.681617	0.304048	17	43.552110	0.393553	0.393553	87.104220	0.400750	40.196459	0.355622	80.392919	0.362369	4	18.280951	0.407946	0.407946	36.561902	0.413043	18.280951	0.407946	36.561902	0.413043	K562	genic	False	True	False		genic|chr22:41901649-41902149	18.280951	40.196459	27.107739
chr22	41799674	41800174	51	117.430077	0.698801	0.698801	234.860155	0.709895	34	87.104220	0.631034	0.631034	174.208440	0.641679	102.267149	0.664768	204.534297	0.676162	8	36.561902	0.588156	0.588156	73.123803	0.596252	36.561902	0.588156	73.123803	0.596252	K562	intergenic	False	False	True		intergenic|chr22:41799674-41800174	36.561902	102.267149	61.148029
chr22	42095267	42095767	3	6.907652	0.046627	0.046627	13.815303	0.046777	1	2.561889	0.027286	0.027286	5.123778	0.027586	4.734770	0.035382	9.469540	0.035532	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	promoter	True	False	False	MEI1	promoter|chr22:42095267-42095767	0.000000	4.734770	0.000000
chr22	42109010	42109510	17	39.143359	0.323388	0.323388	78.286718	0.329835	19	48.675888	0.433733	0.433733	97.351776	0.442579	43.909623	0.391304	87.819247	0.398501	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	genic	False	True	False		genic|chr22:42109010-42109510	0.000000	43.909623	0.000000
chr22	42121433	42121933	196	451.299905	0.917091	0.917091	902.599810	0.924888	134	343.293103	0.891154	0.891154	686.586206	0.896852	397.296504	0.905247	794.593008	0.910645	29	132.536893	0.859670	0.859670	265.073786	0.868516	132.536893	0.859670	265.073786	0.868516	K562	genic	False	True	False		genic|chr22:42121433-42121933	132.536893	397.296504	229.469920
chr22	42323785	42324285	27	62.168864	0.522789	0.522789	124.337729	0.530885	26	66.609110	0.547526	0.547526	133.218219	0.554573	64.388987	0.539730	128.777974	0.548726	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	intergenic	False	False	True		intergenic|chr22:42323785-42324285	0.000000	64.388987	0.000000
