chr	start	end	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	cellType	class	isPromoterElement	isGenicElement	isIntergenicElement	promoterSymbol	genicSymbol	name	normalized_h3K27ac	normalized_dhs	activity_base	activity_base_no_qnorm
chr22	32651068	32651568	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	0	0.000000	0.008559	0.008559	0.000000	0.008559	1	2.561889	0.026426	0.026426	5.123778	0.026727	1.280944	0.015465	2.561889	0.015465	K562	promoter	True	False	False	SLC5A4	SLC5A4	promoter|chr22:32651068-32651568	9.140475	1.280944	3.421760	3.421760
chr22	32662276	32662776	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	12	27.630606	0.174625	0.174625	55.261213	0.178679	11	28.180777	0.241441	0.241441	56.361554	0.244294	27.905692	0.200300	55.811384	0.204204	K562	intergenic	False	False	True			intergenic|chr22:32662276-32662776	4.570238	27.905692	11.293168	11.293168
chr22	32750621	32751121	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	1	2.302551	0.022973	0.022973	4.605101	0.023123	1	2.561889	0.026426	0.026426	5.123778	0.026727	2.432220	0.021471	4.864439	0.022072	K562	promoter	True	False	False	RFPL3	RFPL3	promoter|chr22:32750621-32751121	9.140475	2.432220	4.715044	4.715044
chr22	32766813	32767313	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	2	4.605101	0.035285	0.035285	9.210202	0.035736	2	5.123778	0.042492	0.042492	10.247555	0.042643	4.864439	0.036787	9.728879	0.036787	K562	promoter	True	False	False	RFPL3S	RFPL3S	promoter|chr22:32766813-32767313	13.710713	4.864439	8.166697	8.166697
chr22	32772400	32772900	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	2	4.605101	0.035285	0.035285	9.210202	0.035736	1	2.561889	0.026426	0.026426	5.123778	0.026727	3.583495	0.027027	7.166990	0.027778	K562	promoter	True	False	False	LOC339666	LOC339666	promoter|chr22:32772400-32772900	9.140475	3.583495	5.723185	5.723185
chr22	32774753	32775253	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	13	29.933157	0.206306	0.206306	59.866314	0.212162	14	35.866444	0.325826	0.325826	71.732887	0.330631	32.899800	0.264715	65.799601	0.271021	K562	genic	False	True	False		LOC339666	genic|chr22:32774753-32775253	0.000000	32.899800	0.000000	0.000000
chr22	32808013	32808524	43	196.520221	0.904805	0.904805	384.579689	0.908108	196.520221	0.904805	384.579689	0.908108	114	262.490761	0.854054	0.854054	513.680550	0.856456	122	312.550437	0.880030	0.880030	611.644691	0.881081	287.520599	0.869069	562.662621	0.869670	K562	promoter	True	False	False	RTCB	RTCB	promoter|chr22:32808013-32808524	196.520221	287.520599	237.704884	237.704884
chr22	32809947	32810447	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	33	75.984168	0.587688	0.587688	151.968335	0.597447	32	81.980443	0.613964	0.613964	163.960885	0.622973	78.982305	0.603453	157.964610	0.612913	K562	genic	False	True	False		BPIFC	genic|chr22:32809947-32810447	27.421426	78.982305	46.538236	46.538236
chr22	32816283	32816783	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	22	50.656112	0.436186	0.436186	101.312224	0.443844	14	35.866444	0.325826	0.325826	71.732887	0.330631	43.261278	0.385586	86.522555	0.391892	K562	genic	False	True	False		BPIFC	genic|chr22:32816283-32816783	0.000000	43.261278	0.000000	0.000000
chr22	32853123	32853623	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	1	2.302551	0.022973	0.022973	4.605101	0.023123	1	2.561889	0.026426	0.026426	5.123778	0.026727	2.432220	0.021471	4.864439	0.022072	K562	promoter	True	False	False	BPIFC	BPIFC	promoter|chr22:32853123-32853623	4.570238	2.432220	3.334040	3.334040
chr22	32865732	32866232	11	50.272615	0.670721	0.670721	100.545229	0.679429	50.272615	0.670721	100.545229	0.679429	58	133.547931	0.730180	0.730180	267.095862	0.740841	57	146.027663	0.751502	0.751502	292.055327	0.760961	139.787797	0.741141	279.575594	0.751952	K562	intergenic	False	False	True			intergenic|chr22:32865732-32866232	50.272615	139.787797	83.830174	83.830174
chr22	32869278	32869778	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	42	96.707122	0.648198	0.648198	193.414245	0.659009	53	135.780108	0.736787	0.736787	271.560216	0.747748	116.243615	0.697297	232.487230	0.708408	K562	intergenic	False	False	True			intergenic|chr22:32869278-32869778	27.421426	116.243615	56.458531	56.458531
chr22	32870425	32870925	36	164.528557	0.887838	0.887838	329.057114	0.894444	164.528557	0.887838	329.057114	0.894444	75	172.691290	0.783784	0.783784	345.382580	0.793844	96	245.941328	0.847447	0.847447	491.882655	0.854505	209.316309	0.819970	418.632618	0.828378	K562	promoter	True	False	False	FBXO7		promoter|chr22:32870425-32870925	164.528557	209.316309	185.576158	185.576158
chr22	32870973	32871678	78	356.478540	0.951351	0.951351	505.643320	0.931532	356.478540	0.951351	505.643320	0.931532	72	165.783639	0.775526	0.775526	235.154097	0.712012	44	112.723108	0.689039	0.689039	159.890934	0.618018	139.253374	0.739640	197.522516	0.667568	K562	promoter	True	False	False	FBXO7	FBXO7	promoter|chr22:32870973-32871678	356.478540	139.253374	222.802243	222.802243
chr22	32878700	32879200	11	50.272615	0.670721	0.670721	100.545229	0.679429	50.272615	0.670721	100.545229	0.679429	110	253.280559	0.848048	0.848048	506.561118	0.854505	89	228.008106	0.833934	0.833934	456.016212	0.841892	240.644332	0.843393	481.288665	0.850751	K562	genic	False	True	False		FBXO7	genic|chr22:32878700-32879200	50.272615	240.644332	109.990090	109.990090
chr22	32881849	32882349	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	27	62.168864	0.522072	0.522072	124.337729	0.530180	9	23.056999	0.182883	0.182883	46.113999	0.185285	42.612932	0.379580	85.225864	0.385886	K562	genic	False	True	False		FBXO7	genic|chr22:32881849-32882349	13.710713	42.612932	24.171340	24.171340
chr22	32884258	32884758	7	31.991664	0.553303	0.553303	63.983328	0.560511	31.991664	0.553303	63.983328	0.560511	30	69.076516	0.556907	0.556907	138.153032	0.566366	26	66.609110	0.546997	0.546997	133.218219	0.554204	67.842813	0.557958	135.685626	0.564865	K562	genic	False	True	False		FBXO7	genic|chr22:32884258-32884758	31.991664	67.842813	46.587600	46.587600
chr22	32910995	32911495	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	23	52.958662	0.456607	0.456607	105.917325	0.464114	20	51.237777	0.452402	0.452402	102.475553	0.461562	52.098219	0.454655	104.196439	0.463213	K562	genic	False	True	False		SYN3	genic|chr22:32910995-32911495	9.140475	52.098219	21.822064	21.822064
chr22	32914755	32915255	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	11	25.328056	0.143393	0.143393	50.656112	0.146847	6	15.371333	0.113664	0.113664	30.742666	0.115465	20.349694	0.113363	40.699389	0.115165	K562	genic	False	True	False		SYN3	genic|chr22:32914755-32915255	4.570238	20.349694	9.643803	9.643803
chr22	32924825	32925325	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	17	39.143359	0.322072	0.322072	78.286718	0.328378	11	28.180777	0.241441	0.241441	56.361554	0.244294	33.662068	0.270270	67.324136	0.276877	K562	genic	False	True	False		SYN3	genic|chr22:32924825-32925325	0.000000	33.662068	0.000000	0.000000
chr22	32928389	32928889	18	82.264279	0.782583	0.782583	164.528557	0.790541	82.264279	0.782583	164.528557	0.790541	37	85.194370	0.620270	0.620270	170.388740	0.628979	30	76.856665	0.593093	0.593093	153.713330	0.601201	81.025517	0.610511	162.051035	0.620721	K562	genic	False	True	False		SYN3	genic|chr22:32928389-32928889	82.264279	81.025517	81.642549	81.642549
chr22	32935638	32936138	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	20	46.051011	0.393393	0.393393	92.102021	0.401502	20	51.237777	0.452402	0.452402	102.475553	0.461562	48.644394	0.431381	97.288787	0.438589	K562	genic	False	True	False		SYN3	genic|chr22:32935638-32936138	27.421426	48.644394	36.522577	36.522577
chr22	32968606	32969106	30	137.107131	0.865315	0.865315	274.214262	0.873574	137.107131	0.865315	274.214262	0.873574	31	71.379067	0.567568	0.567568	142.758133	0.577628	27	69.170998	0.561411	0.561411	138.341997	0.569069	70.275032	0.571622	140.550065	0.578829	K562	genic	False	True	False		SYN3	genic|chr22:32968606-32969106	137.107131	70.275032	98.159096	98.159096
chr22	32972416	32972916	41	187.379746	0.900000	0.900000	374.759491	0.904505	187.379746	0.900000	374.759491	0.904505	28	64.471415	0.534384	0.534384	128.942830	0.542342	25	64.047221	0.532432	0.532432	128.094441	0.539339	64.259318	0.537838	128.518636	0.547147	K562	genic	False	True	False		SYN3	genic|chr22:32972416-32972916	187.379746	64.259318	109.731010	109.731010
chr22	33045370	33045870	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	25	57.563763	0.494444	0.494444	115.127527	0.502102	24	61.485332	0.519820	0.519820	122.970664	0.527027	59.524548	0.505405	119.049095	0.513814	K562	genic	False	True	False		SYN3	genic|chr22:33045370-33045870	27.421426	59.524548	40.401089	40.401089
chr22	33046876	33047376	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	18	41.445910	0.349399	0.349399	82.891819	0.356607	11	28.180777	0.241441	0.241441	56.361554	0.244294	34.813343	0.286787	69.626687	0.293393	K562	genic	False	True	False		SYN3	genic|chr22:33046876-33047376	13.710713	34.813343	21.847557	21.847557
chr22	33056163	33056663	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	11	25.328056	0.143393	0.143393	50.656112	0.146847	5	12.809444	0.095946	0.095946	25.618888	0.097147	19.068750	0.101201	38.137500	0.102703	K562	genic	False	True	False		SYN3	genic|chr22:33056163-33056663	4.570238	19.068750	9.335348	9.335348
chr22	33171970	33172470	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	11	25.328056	0.143393	0.143393	50.656112	0.146847	4	10.247555	0.080030	0.080030	20.495111	0.080931	17.787806	0.090240	35.575611	0.092042	K562	genic	False	True	False		SYN3	genic|chr22:33171970-33172470	9.140475	17.787806	12.751039	12.751039
chr22	33196551	33197051	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	3	6.907652	0.045195	0.045195	13.815303	0.045345	2	5.123778	0.042492	0.042492	10.247555	0.042643	6.015715	0.043093	12.031429	0.043694	K562	promoter	True	False	False	TIMP3	TIMP3,SYN3	promoter|chr22:33196551-33197051	4.570238	6.015715	5.243400	5.243400
chr22	33218977	33219477	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	10	23.025505	0.112162	0.112162	46.051011	0.114264	14	35.866444	0.325826	0.325826	71.732887	0.330631	29.445974	0.220571	58.891949	0.224474	K562	genic	False	True	False		TIMP3,SYN3	genic|chr22:33218977-33219477	0.000000	29.445974	0.000000	0.000000
chr22	33248406	33248906	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	11	25.328056	0.143393	0.143393	50.656112	0.146847	13	33.304555	0.298198	0.298198	66.609110	0.303303	29.316305	0.219369	58.632611	0.223273	K562	genic	False	True	False		TIMP3,SYN3	genic|chr22:33248406-33248906	4.570238	29.316305	11.575080	11.575080
chr22	33269515	33270015	16	73.123803	0.760961	0.760961	146.247606	0.768168	73.123803	0.760961	146.247606	0.768168	107	246.372907	0.842342	0.842342	492.745815	0.848799	84	215.198662	0.825676	0.825676	430.397323	0.833634	230.785784	0.834835	461.571569	0.842342	K562	genic	False	True	False		SYN3	genic|chr22:33269515-33270015	73.123803	230.785784	129.907407	129.907407
chr22	33277006	33277506	36	164.528557	0.887838	0.887838	329.057114	0.894444	164.528557	0.887838	329.057114	0.894444	353	812.800339	0.962012	0.962012	1625.600678	0.966066	317	812.118759	0.964264	0.964264	1624.237518	0.968468	812.459549	0.963664	1624.919098	0.967267	K562	genic	False	True	False		SYN3	genic|chr22:33277006-33277506	164.528557	812.459549	365.612906	365.612906
chr22	33277957	33278457	22	100.545229	0.820721	0.820721	201.090459	0.829730	100.545229	0.820721	201.090459	0.829730	146	336.172378	0.883634	0.883634	672.344756	0.889039	154	394.530880	0.908859	0.908859	789.061759	0.914264	365.351629	0.894294	730.703258	0.899099	K562	genic	False	True	False		SYN3	genic|chr22:33277957-33278457	100.545229	365.351629	191.662107	191.662107
chr22	33282678	33283178	8	36.561902	0.587087	0.587087	73.123803	0.595495	36.561902	0.587087	73.123803	0.595495	26	59.866314	0.509009	0.509009	119.732628	0.516667	28	71.732887	0.574474	0.574474	143.465774	0.581532	65.799601	0.546096	131.599201	0.554655	K562	genic	False	True	False		SYN3	genic|chr22:33282678-33283178	36.561902	65.799601	49.048532	49.048532
chr22	33283224	33283724	14	63.983328	0.732132	0.732132	127.966656	0.740090	63.983328	0.732132	127.966656	0.740090	97	223.347402	0.825976	0.825976	446.694804	0.833784	75	192.141662	0.806006	0.806006	384.283324	0.814264	207.744532	0.818919	415.489064	0.827027	K562	genic	False	True	False		SYN3	genic|chr22:33283224-33283724	63.983328	207.744532	115.291745	115.291745
chr22	33293347	33293847	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	26	59.866314	0.509009	0.509009	119.732628	0.516667	22	56.361554	0.489339	0.489339	112.723108	0.497297	58.113934	0.496997	116.227868	0.506006	K562	genic	False	True	False		SYN3	genic|chr22:33293347-33293847	13.710713	58.113934	28.227353	28.227353
chr22	33299962	33300462	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	32	73.681617	0.577477	0.577477	147.363234	0.587237	20	51.237777	0.452402	0.452402	102.475553	0.461562	62.459697	0.524174	124.919394	0.532282	K562	genic	False	True	False		SYN3	genic|chr22:33299962-33300462	13.710713	62.459697	29.263749	29.263749
chr22	33322673	33323173	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	16	36.840809	0.296096	0.296096	73.681617	0.302402	12	30.742666	0.270721	0.270721	61.485332	0.273874	33.791737	0.271772	67.583475	0.278679	K562	genic	False	True	False		SYN3	genic|chr22:33322673-33323173	4.570238	33.791737	12.427239	12.427239
chr22	33364428	33364928	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	4	9.210202	0.052703	0.052703	18.420404	0.052853	2	5.123778	0.042492	0.042492	10.247555	0.042643	7.166990	0.047447	14.333980	0.047748	K562	genic	False	True	False		SYN3	genic|chr22:33364428-33364928	9.140475	7.166990	8.093806	8.093806
chr22	33381992	33382492	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	20	46.051011	0.393393	0.393393	92.102021	0.401502	27	69.170998	0.561411	0.561411	138.341997	0.569069	57.611005	0.494144	115.222009	0.503153	K562	genic	False	True	False		SYN3	genic|chr22:33381992-33382492	18.280951	57.611005	32.452796	32.452796
chr22	33402556	33403056	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	1	2.302551	0.022973	0.022973	4.605101	0.023123	1	2.561889	0.026426	0.026426	5.123778	0.026727	2.432220	0.021471	4.864439	0.022072	K562	promoter	True	False	False	SYN3	SYN3	promoter|chr22:33402556-33403056	4.570238	2.432220	3.334040	3.334040
chr22	33414196	33414696	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	15	34.538258	0.268318	0.268318	69.076516	0.275225	11	28.180777	0.241441	0.241441	56.361554	0.244294	31.359518	0.240841	62.719035	0.245045	K562	intergenic	False	False	True			intergenic|chr22:33414196-33414696	9.140475	31.359518	16.930472	16.930472
chr22	33444986	33445486	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	18	41.445910	0.349399	0.349399	82.891819	0.356607	16	40.990221	0.372973	0.372973	81.980443	0.380180	41.218065	0.366216	82.436131	0.372523	K562	intergenic	False	False	True			intergenic|chr22:33444986-33445486	4.570238	41.218065	13.725027	13.725027
chr22	33504264	33504764	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	2	4.605101	0.035285	0.035285	9.210202	0.035736	0	0.000000	0.009760	0.009760	0.000000	0.009760	2.302551	0.018769	4.605101	0.019069	K562	promoter	True	False	False	LINC01640	LINC01640	promoter|chr22:33504264-33504764	4.570238	2.302551	3.243949	3.243949
chr22	33915376	33915876	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	8	18.420404	0.077327	0.077327	36.840809	0.078228	7	17.933222	0.134685	0.134685	35.866444	0.137087	18.176813	0.097447	36.353626	0.098949	K562	genic	False	True	False		LARGE1	genic|chr22:33915376-33915876	0.000000	18.176813	0.000000	0.000000
chr22	33975386	33975886	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	8	18.420404	0.077327	0.077327	36.840809	0.078228	15	38.428332	0.351351	0.351351	76.856665	0.357357	28.424368	0.204204	56.848737	0.208108	K562	genic	False	True	False		LARGE1	genic|chr22:33975386-33975886	4.570238	28.424368	11.397637	11.397637
chr22	34120721	34121221	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	0	0.000000	0.008559	0.008559	0.000000	0.008559	1	2.561889	0.026426	0.026426	5.123778	0.026727	1.280944	0.015465	2.561889	0.015465	K562	promoter	True	False	False	LARGE-AS1	LARGE-AS1,LARGE1	promoter|chr22:34120721-34121221	0.000000	1.280944	0.000000	0.000000
chr22	34316160	34316660	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	0	0.000000	0.008559	0.008559	0.000000	0.008559	0	0.000000	0.009760	0.009760	0.000000	0.009760	0.000000	0.004505	0.000000	0.004505	K562	promoter	True	False	False	LARGE1	LARGE1	promoter|chr22:34316160-34316660	0.000000	0.000000	0.000000	0.000000
chr22	34806008	34806508	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	23	52.958662	0.456607	0.456607	105.917325	0.464114	20	51.237777	0.452402	0.452402	102.475553	0.461562	52.098219	0.454655	104.196439	0.463213	K562	intergenic	False	False	True			intergenic|chr22:34806008-34806508	4.570238	52.098219	15.430530	15.430530
chr22	34810669	34811169	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	27	62.168864	0.522072	0.522072	124.337729	0.530180	21	53.799665	0.471171	0.471171	107.599331	0.479880	57.984265	0.496096	115.968530	0.505105	K562	intergenic	False	False	True			intergenic|chr22:34810669-34811169	4.570238	57.984265	16.278878	16.278878
chr22	35245075	35245575	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	17	39.143359	0.322072	0.322072	78.286718	0.328378	9	23.056999	0.182883	0.182883	46.113999	0.185285	31.100179	0.237087	62.200359	0.241141	K562	genic	False	True	False		ISX-AS1	genic|chr22:35245075-35245575	4.570238	31.100179	11.922047	11.922047
chr22	35393655	35394155	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	0	0.000000	0.008559	0.008559	0.000000	0.008559	2	5.123778	0.042492	0.042492	10.247555	0.042643	2.561889	0.023724	5.123778	0.024324	K562	promoter	True	False	False	ISX-AS1	ISX-AS1	promoter|chr22:35393655-35394155	4.570238	2.561889	3.421760	3.421760
chr22	35420069	35420569	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	10	23.025505	0.112162	0.112162	46.051011	0.114264	12	30.742666	0.270721	0.270721	61.485332	0.273874	26.884086	0.187387	53.768171	0.191291	K562	intergenic	False	False	True			intergenic|chr22:35420069-35420569	18.280951	26.884086	22.169047	22.169047
chr22	35452493	35452993	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	13	29.933157	0.206306	0.206306	59.866314	0.212162	11	28.180777	0.241441	0.241441	56.361554	0.244294	29.056967	0.214114	58.113934	0.218018	K562	intergenic	False	False	True			intergenic|chr22:35452493-35452993	13.710713	29.056967	19.959753	19.959753
chr22	35460599	35461099	25	114.255942	0.838438	0.838438	228.511885	0.847447	114.255942	0.838438	228.511885	0.847447	99	227.952503	0.831532	0.831532	455.905006	0.839189	94	240.817550	0.842342	0.842342	481.635100	0.851201	234.385026	0.837387	468.770053	0.844745	K562	intergenic	False	False	True			intergenic|chr22:35460599-35461099	114.255942	234.385026	163.645599	163.645599
chr22	35461684	35462378	16	73.123803	0.760961	0.760961	105.365711	0.690090	73.123803	0.760961	105.365711	0.690090	17	39.143359	0.322072	0.322072	56.402535	0.193994	7	17.933222	0.134685	0.134685	25.840377	0.104805	28.538290	0.204805	41.121456	0.119219	K562	promoter	True	False	False	ISX	ISX	promoter|chr22:35461684-35462378	73.123803	28.538290	45.681816	45.681816
chr22	35495883	35496383	9	41.132139	0.616517	0.616517	82.264279	0.624925	41.132139	0.616517	82.264279	0.624925	21	48.353561	0.414414	0.414414	96.707122	0.422523	10	25.618888	0.211261	0.211261	51.237777	0.214114	36.986225	0.313514	73.972450	0.319219	K562	intergenic	False	False	True			intergenic|chr22:35495883-35496383	41.132139	36.986225	39.004135	39.004135
chr22	35498637	35499137	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	47	108.219875	0.678679	0.678679	216.439750	0.690390	34	87.104220	0.630631	0.630631	174.208440	0.641441	97.662048	0.655706	195.324095	0.666216	K562	intergenic	False	False	True			intergenic|chr22:35498637-35499137	18.280951	97.662048	42.253462	42.253462
chr22	35527537	35528037	12	54.842852	0.692042	0.692042	109.685705	0.700751	54.842852	0.692042	109.685705	0.700751	163	375.315737	0.895495	0.895495	750.631474	0.900300	117	299.740993	0.874024	0.874024	599.481986	0.879730	337.528365	0.887087	675.056730	0.891892	K562	genic	False	True	False		LINC01399	genic|chr22:35527537-35528037	54.842852	337.528365	136.055203	136.055203
chr22	35530551	35531051	8	36.561902	0.587087	0.587087	73.123803	0.595495	36.561902	0.587087	73.123803	0.595495	17	39.143359	0.322072	0.322072	78.286718	0.328378	16	40.990221	0.372973	0.372973	81.980443	0.380180	40.066790	0.352252	80.133580	0.358859	K562	genic	False	True	False		LINC01399	genic|chr22:35530551-35531051	36.561902	40.066790	38.274248	38.274248
chr22	35546535	35547035	5	22.851188	0.465015	0.465015	45.702377	0.471922	22.851188	0.465015	45.702377	0.471922	21	48.353561	0.414414	0.414414	96.707122	0.422523	26	66.609110	0.546997	0.546997	133.218219	0.554204	57.481335	0.492643	114.962671	0.501652	K562	genic	False	True	False		LINC01399	genic|chr22:35546535-35547035	22.851188	57.481335	36.242473	36.242473
chr22	35550748	35551248	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	25	57.563763	0.494444	0.494444	115.127527	0.502102	22	56.361554	0.489339	0.489339	112.723108	0.497297	56.962659	0.488589	113.925318	0.497598	K562	genic	False	True	False		LINC01399	genic|chr22:35550748-35551248	9.140475	56.962659	22.818102	22.818102
chr22	35552374	35552874	11	50.272615	0.670721	0.670721	100.545229	0.679429	50.272615	0.670721	100.545229	0.679429	10	23.025505	0.112162	0.112162	46.051011	0.114264	9	23.056999	0.182883	0.182883	46.113999	0.185285	23.041252	0.144745	46.082505	0.147447	K562	genic	False	True	False		LINC01399	genic|chr22:35552374-35552874	50.272615	23.041252	34.034453	34.034453
chr22	35567213	35567713	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	11	25.328056	0.143393	0.143393	50.656112	0.146847	15	38.428332	0.351351	0.351351	76.856665	0.357357	31.878194	0.250000	63.756388	0.253904	K562	genic	False	True	False		LINC01399	genic|chr22:35567213-35567713	13.710713	31.878194	20.906286	20.906286
chr22	35599478	35599978	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	22	50.656112	0.436186	0.436186	101.312224	0.443844	6	15.371333	0.113664	0.113664	30.742666	0.115465	33.013722	0.266066	66.027445	0.272372	K562	genic	False	True	False		LINC01399	genic|chr22:35599478-35599978	9.140475	33.013722	17.371273	17.371273
chr22	35605146	35605646	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	39	89.799471	0.633033	0.633033	179.598942	0.642943	29	74.294776	0.584535	0.584535	148.589552	0.591592	82.047123	0.613514	164.094247	0.623423	K562	genic	False	True	False		LINC01399	genic|chr22:35605146-35605646	13.710713	82.047123	33.539895	33.539895
chr22	35607959	35608459	18	82.264279	0.782583	0.782583	164.528557	0.790541	82.264279	0.782583	164.528557	0.790541	219	504.258567	0.928378	0.928378	1008.517134	0.936937	184	471.387545	0.924775	0.924775	942.775089	0.932282	487.823056	0.927027	975.646112	0.934535	K562	genic	False	True	False		LINC01399	genic|chr22:35607959-35608459	82.264279	487.823056	200.325764	200.325764
chr22	35612003	35612503	10	45.702377	0.645195	0.645195	91.404754	0.653754	45.702377	0.645195	91.404754	0.653754	53	122.035178	0.708258	0.708258	244.070357	0.719069	62	158.837107	0.769670	0.769670	317.674215	0.779580	140.436143	0.742643	280.872286	0.753453	K562	genic	False	True	False		LINC01399	genic|chr22:35612003-35612503	45.702377	140.436143	80.114078	80.114078
chr22	35614905	35615405	7	31.991664	0.553303	0.553303	63.983328	0.560511	31.991664	0.553303	63.983328	0.560511	84	193.414245	0.806456	0.806456	386.828490	0.816366	59	151.151441	0.759009	0.759009	302.302882	0.769069	172.282843	0.785886	344.565686	0.796096	K562	genic	False	True	False		LINC01399	genic|chr22:35614905-35615405	31.991664	172.282843	74.240251	74.240251
