chr	start	end	name	score	strand	symbol	tss	K562.ENCFF934YBO.TPM.txt.Expression	Expression	Expression.quantile	is_ue	cellType	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile.TSS1Kb	H3K27ac.RPM.TSS1Kb	H3K27ac.RPM.quantile.TSS1Kb	H3K27ac.RPKM.TSS1Kb	H3K27ac.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile.TSS1Kb	DHS.RPM.TSS1Kb	DHS.RPM.quantile.TSS1Kb	DHS.RPKM.TSS1Kb	DHS.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr22	31318294	31322640	MORC2-AS1	0	+	MORC2-AS1	31318294	0.000000	0.000000	0.268402	False	K562	12	54.842852	0.150808	0.150808	12.619156	0.324955	54.842852	0.150808	12.619156	0.324955	28	64.471415	0.155296	0.155296	14.834656	0.407540	22	56.361554	0.140934	0.140934	12.968604	0.348294	60.416485	0.143627	13.901630	0.380610	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	9	20.722955	0.343806	0.343806	20.722955	0.343806	6	15.371333	0.298025	0.298025	15.371333	0.298025	18.047144	0.326750	18.047144	0.326750	0.307002
chr22	31321116	31364273	MORC2	0	-	MORC2	31364273	17.810000	17.810000	0.741472	False	K562	148	676.395179	0.596050	0.596050	15.672896	0.405745	676.395179	0.596050	15.672896	0.405745	199	458.207557	0.554758	0.554758	10.617224	0.274686	200	512.377766	0.586176	0.586176	11.872414	0.312388	485.292661	0.574506	11.244819	0.289048	71	324.486877	0.734291	0.734291	324.486877	0.734291	324.486877	0.734291	324.486877	0.734291	52	119.732628	0.554758	0.554758	119.732628	0.554758	57	146.027663	0.577199	0.577199	146.027663	0.577199	132.880146	0.561939	132.880146	0.561939	0.630162
chr22	31365196	31375380	TUG1	0	+	TUG1	31365196	49.190000	49.190000	0.868941	False	K562	126	575.849950	0.547576	0.547576	56.544575	0.754039	575.849950	0.547576	56.544575	0.754039	166	382.223389	0.499102	0.499102	37.531755	0.736086	143	366.350103	0.500000	0.500000	35.973105	0.721724	374.286746	0.495512	36.752430	0.719928	85	388.470204	0.780072	0.780072	388.470204	0.780072	388.470204	0.780072	388.470204	0.780072	247	568.729982	0.825853	0.825853	568.729982	0.825853	199	509.815877	0.796230	0.796230	509.815877	0.796230	539.272930	0.806104	539.272930	0.806104	0.818671
chr22	31477281	31500610	SMTN	0	+	SMTN	31477281	16.820000	16.820000	0.732496	False	K562	385	1759.541514	0.805206	0.805206	75.422929	0.807899	1759.541514	0.805206	75.422929	0.807899	309	711.488115	0.643627	0.643627	30.498012	0.655296	237	607.167653	0.617594	0.617594	26.026304	0.606822	659.327884	0.631957	28.262158	0.630162	56	255.933311	0.684022	0.684022	255.933311	0.684022	255.933311	0.684022	255.933311	0.684022	141	324.659625	0.710054	0.710054	324.659625	0.710054	125	320.236104	0.707361	0.707361	320.236104	0.707361	322.447865	0.709156	322.447865	0.709156	0.689408
chr22	31500757	31503573	SELENOM	0	-	SELENOM	31503573			0.082585	False	K562	15	68.553565	0.180431	0.180431	24.344306	0.556553	68.553565	0.180431	24.344306	0.556553	32	73.681617	0.171454	0.171454	26.165347	0.601436	22	56.361554	0.140934	0.140934	20.014756	0.536804	65.021586	0.152603	23.090052	0.570916	23	105.115467	0.565530	0.565530	105.115467	0.565530	105.115467	0.565530	105.115467	0.565530	241	554.914679	0.812388	0.812388	554.914679	0.812388	240	614.853319	0.831239	0.831239	614.853319	0.831239	584.883999	0.829443	584.883999	0.829443	0.676840
chr22	31518908	31530683	INPP5J	0	+	INPP5J	31518908	4.010000	4.010000	0.572711	False	K562	64	292.495213	0.380610	0.380610	24.840358	0.569120	292.495213	0.380610	24.840358	0.569120	100	230.255054	0.370736	0.370736	19.554569	0.513465	89	228.008106	0.373429	0.373429	19.363746	0.527828	229.131580	0.368043	19.459158	0.517056	8	36.561902	0.452424	0.452424	36.561902	0.452424	36.561902	0.452424	36.561902	0.452424	10	23.025505	0.358169	0.358169	23.025505	0.358169	9	23.056999	0.354578	0.354578	23.056999	0.354578	23.041252	0.353680	23.041252	0.353680	0.416517
chr22	31530792	31536593	PLA2G3	0	-	PLA2G3	31536593	0.870000	0.870000	0.501795	False	K562	14	63.983328	0.170557	0.170557	11.029707	0.274686	63.983328	0.170557	11.029707	0.274686	50	115.127527	0.225314	0.225314	19.846152	0.518851	37	94.789887	0.213645	0.213645	16.340267	0.432675	104.958707	0.219031	18.093209	0.486535	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	36	82.891819	0.503591	0.503591	82.891819	0.503591	24	61.485332	0.479354	0.479354	61.485332	0.479354	72.188576	0.497307	72.188576	0.497307	0.312388
chr22	31556137	31603005	RNF185	0	+	RNF185	31556137	11.640000	11.640000	0.691203	False	K562	158	722.097556	0.603232	0.603232	15.407049	0.398564	722.097556	0.603232	15.407049	0.398564	211	485.838163	0.568223	0.568223	10.366095	0.262118	200	512.377766	0.586176	0.586176	10.932358	0.271095	499.107964	0.579892	10.649227	0.269300	42	191.949983	0.639138	0.639138	191.949983	0.639138	191.949983	0.639138	191.949983	0.639138	86	198.019346	0.619390	0.619390	198.019346	0.619390	80	204.951106	0.626571	0.626571	204.951106	0.626571	201.485226	0.619390	201.485226	0.619390	0.615799
chr22	31644347	31676066	LIMK2	0	+	LIMK2	31644347	4.360000	4.360000	0.578097	False	K562	121	552.998761	0.529623	0.529623	17.434306	0.452424	552.998761	0.529623	17.434306	0.452424	117	269.398413	0.394075	0.394075	8.493282	0.193896	86	220.322439	0.365350	0.365350	6.946071	0.147217	244.860426	0.385996	7.719677	0.166966	9	41.132139	0.468582	0.468582	41.132139	0.468582	41.132139	0.468582	41.132139	0.468582	76	174.993841	0.598743	0.598743	174.993841	0.598743	59	151.151441	0.585278	0.585278	151.151441	0.585278	163.072641	0.598743	163.072641	0.598743	0.524237
chr22	31677578	31688520	PIK3IP1	0	-	PIK3IP1	31688520	0.670000	0.670000	0.489228	False	K562	122	557.568999	0.537702	0.537702	50.956772	0.728905	557.568999	0.537702	50.956772	0.728905	229	527.284073	0.596948	0.596948	48.189003	0.782765	217	555.929876	0.601436	0.601436	50.806971	0.795332	541.606974	0.596050	49.497987	0.789946	20	91.404754	0.549372	0.549372	91.404754	0.549372	91.404754	0.549372	91.404754	0.549372	116	267.095862	0.679533	0.679533	267.095862	0.679533	100	256.188883	0.667864	0.667864	256.188883	0.667864	261.642373	0.671454	261.642373	0.671454	0.601436
chr22	31721789	31742249	PATZ1	0	-	PATZ1	31742249	4.700000	4.700000	0.581688	False	K562	88	402.180917	0.451526	0.451526	19.656936	0.484740	402.180917	0.451526	19.656936	0.484740	113	260.188210	0.386894	0.386894	12.716921	0.342908	107	274.122105	0.412029	0.412029	13.397952	0.366248	267.155158	0.398564	13.057437	0.346499	9	41.132139	0.468582	0.468582	41.132139	0.468582	41.132139	0.468582	41.132139	0.468582	56	128.942830	0.565530	0.565530	128.942830	0.565530	45	115.284997	0.549372	0.549372	115.284997	0.549372	122.113914	0.556553	122.113914	0.556553	0.508079
chr22	31731334	31734007	PIK3IP1-AS1	0	+	PIK3IP1-AS1	31731334			0.082585	False	K562	9	41.132139	0.129264	0.129264	15.388006	0.396768	41.132139	0.129264	15.388006	0.396768	6	13.815303	0.035907	0.035907	5.168464	0.082585	7	17.933222	0.048474	0.048474	6.709024	0.140036	15.874263	0.040395	5.938744	0.109515	8	36.561902	0.452424	0.452424	36.561902	0.452424	36.561902	0.452424	36.561902	0.452424	2	4.605101	0.122980	0.122980	4.605101	0.122980	6	15.371333	0.298025	0.298025	15.371333	0.298025	9.988217	0.235189	9.988217	0.235189	0.346499
chr22	31742744	31747141	LINC01521	0	+	LINC01521	31742744			0.082585	False	K562	12	54.842852	0.150808	0.150808	12.472789	0.319569	54.842852	0.150808	12.472789	0.319569	47	108.219875	0.213645	0.213645	24.612207	0.578097	32	81.980443	0.182226	0.182226	18.644631	0.518851	95.100159	0.199282	21.628419	0.556553	15	68.553565	0.525135	0.525135	68.553565	0.525135	68.553565	0.525135	68.553565	0.525135	26	59.866314	0.468582	0.468582	59.866314	0.468582	9	23.056999	0.354578	0.354578	23.056999	0.354578	41.461657	0.432675	41.461657	0.432675	0.477558
chr22	31795538	31830172	DRG1	0	+	DRG1	31795538	64.300000	64.300000	0.894075	False	K562	287	1311.658219	0.743268	0.743268	37.871982	0.657092	1311.658219	0.743268	37.871982	0.657092	221	508.863668	0.584381	0.584381	14.692605	0.402154	246	630.224652	0.625673	0.625673	18.196704	0.508079	569.544160	0.612208	16.444654	0.443447	205	936.898728	0.913824	0.913824	936.898728	0.913824	936.898728	0.913824	936.898728	0.913824	225	518.073870	0.788151	0.788151	518.073870	0.788151	212	543.120432	0.815081	0.815081	543.120432	0.815081	530.597151	0.798923	530.597151	0.798923	0.870736
chr22	31835344	31885874	EIF4ENIF1	0	-	EIF4ENIF1	31885874	16.640000	16.640000	0.727110	False	K562	142	648.973753	0.580790	0.580790	12.843336	0.330341	648.973753	0.580790	12.843336	0.330341	273	628.596296	0.621185	0.621185	12.440061	0.324955	235	602.043875	0.615799	0.615799	11.914583	0.317774	615.320086	0.619390	12.177322	0.319569	82	374.759491	0.771095	0.771095	374.759491	0.771095	374.759491	0.771095	374.759491	0.771095	42	96.707122	0.527828	0.527828	96.707122	0.527828	47	120.408775	0.556553	0.556553	120.408775	0.556553	108.557949	0.543986	108.557949	0.543986	0.639138
chr22	31892124	32014537	SFI1	0	+	SFI1	31892124	17.140000	17.140000	0.734291	False	K562	812	3711.033011	0.924596	0.924596	30.315677	0.606822	3711.033011	0.924596	30.315677	0.606822	1211	2788.388698	0.910233	0.910233	22.778534	0.560144	1063	2723.287826	0.913824	0.913824	22.246721	0.569120	2755.838262	0.910233	22.512627	0.560144	24	109.685705	0.570916	0.570916	109.685705	0.570916	109.685705	0.570916	109.685705	0.570916	172	396.038692	0.742370	0.742370	396.038692	0.742370	135	345.854992	0.732496	0.732496	345.854992	0.732496	370.946842	0.737882	370.946842	0.737882	0.640934
chr22	32014478	32058550	PISD	0	-	PISD	32058550	33.440000	33.440000	0.822262	False	K562	767	3505.372314	0.913824	0.913824	79.537400	0.818671	3505.372314	0.913824	79.537400	0.818671	802	1846.645529	0.852783	0.852783	41.900652	0.754039	751	1923.978511	0.859964	0.859964	43.655348	0.754039	1885.312020	0.858169	42.778000	0.755835	106	484.445196	0.809695	0.809695	484.445196	0.809695	484.445196	0.809695	484.445196	0.809695	231	531.889174	0.800718	0.800718	531.889174	0.800718	267	684.024317	0.847397	0.847397	684.024317	0.847397	607.956746	0.834829	607.956746	0.834829	0.842011
chr22	32077333	32146120	PRR14L	0	-	PRR14L	32146120	7.240000	7.240000	0.642729	False	K562	361	1649.855809	0.790844	0.790844	23.984994	0.551167	1649.855809	0.790844	23.984994	0.551167	354	815.102889	0.680431	0.680431	11.849665	0.307002	318	814.680648	0.690305	0.690305	11.843526	0.310592	814.891769	0.685817	11.846596	0.312388	147	671.824942	0.876122	0.876122	671.824942	0.876122	671.824942	0.876122	671.824942	0.876122	207	476.627961	0.774686	0.774686	476.627961	0.774686	175	448.330545	0.773788	0.773788	448.330545	0.773788	462.479253	0.775583	462.479253	0.775583	0.845601
chr22	32150008	32303020	DEPDC5	0	+	DEPDC5	32150008	6.960000	6.960000	0.637343	False	K562	1140	5210.070976	0.949731	0.949731	34.050081	0.631957	5210.070976	0.949731	34.050081	0.631957	2048	4715.623496	0.946140	0.946140	30.818651	0.657092	1777	4552.476450	0.944345	0.944345	29.752415	0.658887	4634.049973	0.944345	30.285533	0.660682	166	758.659458	0.888689	0.888689	758.659458	0.888689	758.659458	0.888689	758.659458	0.888689	175	402.946344	0.749551	0.749551	402.946344	0.749551	171	438.082990	0.768402	0.768402	438.082990	0.768402	420.514667	0.764811	420.514667	0.764811	0.847397
chr22	32329506	32341348	C22orf24	0	-	C22orf24	32341348	0.110000	0.110000	0.399461	False	K562	403	1841.805792	0.818671	0.818671	155.531649	0.910233	1841.805792	0.818671	155.531649	0.910233	374	861.153900	0.704668	0.704668	72.720309	0.845601	315	806.994981	0.685817	0.685817	68.146849	0.840215	834.074441	0.696589	70.433579	0.840215	147	671.824942	0.876122	0.876122	671.824942	0.876122	671.824942	0.876122	671.824942	0.876122	26	59.866314	0.468582	0.468582	59.866314	0.468582	18	46.113999	0.447038	0.447038	46.113999	0.447038	52.990156	0.457810	52.990156	0.457810	0.621185
chr22	32340478	32353590	YWHAH	0	+	YWHAH	32340478	78.400000	78.400000	0.906643	False	K562	386	1764.111751	0.807899	0.807899	134.541775	0.888689	1764.111751	0.807899	134.541775	0.888689	211	485.838163	0.568223	0.568223	37.052941	0.732496	246	630.224652	0.625673	0.625673	48.064723	0.779174	558.031407	0.605027	42.558832	0.754039	94	429.602344	0.797127	0.797127	429.602344	0.797127	429.602344	0.797127	429.602344	0.797127	140	322.357075	0.706463	0.706463	322.357075	0.706463	116	297.179104	0.698384	0.698384	297.179104	0.698384	309.768090	0.705566	309.768090	0.705566	0.766607
chr22	32439018	32509011	SLC5A1	0	+	SLC5A1	32439018	0.000000	0.000000	0.268402	False	K562	128	584.990425	0.551167	0.551167	8.357842	0.177738	584.990425	0.551167	8.357842	0.177738	227	522.678971	0.593357	0.593357	7.467589	0.154399	199	509.815877	0.582585	0.582585	7.283812	0.168761	516.247424	0.588869	7.375701	0.157989	3	13.710713	0.310592	0.310592	13.710713	0.310592	13.710713	0.310592	13.710713	0.310592	0	0.000000	0.020646	0.020646	0.000000	0.020646	3	7.685666	0.181329	0.181329	7.685666	0.181329	3.842833	0.101436	3.842833	0.101436	0.204668
chr22	32517963	32529456	AP1B1P1	0	+	AP1B1P1	32517963	0.000000	0.000000	0.268402	False	K562	21	95.974992	0.207361	0.207361	8.350735	0.175943	95.974992	0.207361	8.350735	0.175943	34	78.286718	0.180431	0.180431	6.811687	0.125673	23	58.923443	0.149910	0.149910	5.126898	0.095153	68.605081	0.165171	5.969293	0.111311	3	13.710713	0.310592	0.310592	13.710713	0.310592	13.710713	0.310592	13.710713	0.310592	2	4.605101	0.122980	0.122980	4.605101	0.122980	7	17.933222	0.317774	0.317774	17.933222	0.317774	11.269161	0.259425	11.269161	0.259425	0.305206
chr22	32545518	32555243	C22orf42	0	-	C22orf42	32555243	0.000000	0.000000	0.268402	False	K562	1	4.570238	0.038600	0.038600	0.469947	0.041293	4.570238	0.038600	0.469947	0.041293	10	23.025505	0.068223	0.068223	2.367661	0.034111	16	40.990221	0.111311	0.111311	4.214933	0.068223	32.007863	0.087971	3.291297	0.041293	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	0	0.000000	0.020646	0.020646	0.000000	0.020646	2	5.123778	0.131957	0.131957	5.123778	0.131957	2.561889	0.066427	2.561889	0.066427	0.091562
chr22	32586421	32589466	RFPL2	0	-	RFPL2	32589466	0.000000	0.000000	0.268402	False	K562	3	13.710713	0.065530	0.065530	4.502697	0.077199	13.710713	0.065530	4.502697	0.077199	5	11.512753	0.026930	0.026930	3.780871	0.048474	6	15.371333	0.039497	0.039497	5.048057	0.093357	13.442043	0.030521	4.414464	0.066427	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	1	2.302551	0.070018	0.070018	2.302551	0.070018	0	0.000000	0.025135	0.025135	0.000000	0.025135	1.151275	0.028725	1.151275	0.028725	0.025135
chr22	32614462	32651318	SLC5A4	0	-	SLC5A4	32651318	0.160000	0.160000	0.416517	False	K562	49	223.941647	0.355476	0.355476	6.076125	0.111311	223.941647	0.355476	6.076125	0.111311	61	140.455583	0.270197	0.270197	3.810929	0.052065	41	105.037442	0.230700	0.230700	2.849941	0.048474	122.746512	0.251346	3.330435	0.044883	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	1	2.302551	0.070018	0.070018	2.302551	0.070018	2	5.123778	0.131957	0.131957	5.123778	0.131957	3.713164	0.090664	3.713164	0.090664	0.167864
chr22	32750871	32757148	RFPL3	0	+	RFPL3	32750871	0.000000	0.000000	0.268402	False	K562	4	18.280951	0.082585	0.082585	2.912371	0.062837	18.280951	0.082585	2.912371	0.062837	13	29.933157	0.082585	0.082585	4.768704	0.073609	15	38.428332	0.100539	0.100539	6.122086	0.116697	34.180745	0.093357	5.445395	0.093357	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	6	13.815303	0.290844	0.290844	13.815303	0.290844	6	15.371333	0.298025	0.298025	15.371333	0.298025	14.593318	0.306104	14.593318	0.306104	0.298025
chr22	32755892	32767063	RFPL3S	0	-	RFPL3S	32767063	0.810000	0.810000	0.497307	False	K562	16	73.123803	0.187612	0.187612	6.545860	0.120287	73.123803	0.187612	6.545860	0.120287	26	59.866314	0.143627	0.143627	5.359083	0.086176	29	74.294776	0.169659	0.169659	6.650683	0.134650	67.080545	0.157989	6.004883	0.113106	3	13.710713	0.310592	0.310592	13.710713	0.310592	13.710713	0.310592	13.710713	0.310592	4	9.210202	0.230700	0.230700	9.210202	0.230700	4	10.247555	0.231598	0.231598	10.247555	0.231598	9.728879	0.224417	9.728879	0.224417	0.292639
chr22	32772650	32780329	LOC339666	0	+	LOC339666	32772650			0.082585	False	K562	22	100.545229	0.216338	0.216338	13.093532	0.339318	100.545229	0.216338	13.093532	0.339318	38	87.496920	0.190305	0.190305	11.394312	0.290844	36	92.227998	0.209156	0.209156	12.010418	0.321364	89.862459	0.192101	11.702365	0.308797	3	13.710713	0.310592	0.310592	13.710713	0.310592	13.710713	0.310592	13.710713	0.310592	4	9.210202	0.230700	0.230700	9.210202	0.230700	3	7.685666	0.181329	0.181329	7.685666	0.181329	8.447934	0.193896	8.447934	0.193896	0.267504
chr22	32783561	32808274	RTCB	0	-	RTCB	32808274	66.940000	66.940000	0.899461	False	K562	120	548.428524	0.526032	0.526032	22.191904	0.531418	548.428524	0.526032	22.191904	0.531418	143	329.264727	0.448833	0.448833	13.323543	0.364452	168	430.397323	0.542190	0.542190	17.415827	0.475763	379.831025	0.502693	15.369685	0.421903	66	301.635688	0.710054	0.710054	301.635688	0.710054	301.635688	0.710054	301.635688	0.710054	132	303.936671	0.701975	0.701975	303.936671	0.701975	134	343.293103	0.726212	0.726212	343.293103	0.726212	323.614887	0.710952	323.614887	0.710952	0.703770
chr22	32809833	32853373	BPIFC	0	-	BPIFC	32853373	0.000000	0.000000	0.268402	False	K562	74	338.197590	0.415619	0.415619	7.767515	0.152603	338.197590	0.415619	7.767515	0.152603	167	384.525939	0.500898	0.500898	8.831556	0.202873	142	363.788214	0.495512	0.495512	8.355264	0.197487	374.157077	0.493716	8.593410	0.197487	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	1	2.302551	0.070018	0.070018	2.302551	0.070018	1	2.561889	0.077199	0.077199	2.561889	0.077199	2.432220	0.059246	2.432220	0.059246	0.122083
chr22	32871223	32894818	FBXO7	0	+	FBXO7	32871223	65.910000	65.910000	0.897666	True	K562	240	1096.857048	0.701975	0.701975	46.486842	0.701975	1096.857048	0.701975	46.486842	0.701975	365	840.430945	0.692101	0.692101	35.619027	0.716338	319	817.242537	0.693896	0.693896	34.636259	0.707361	828.836741	0.692998	35.127643	0.712747	109	498.155909	0.817774	0.817774	498.155909	0.817774	498.155909	0.817774	498.155909	0.817774	102	234.860155	0.647217	0.647217	234.860155	0.647217	76	194.703551	0.621185	0.621185	194.703551	0.621185	214.781853	0.633752	214.781853	0.633752	0.714542
chr22	32908539	33402806	SYN3	0	-	SYN3	33402806	0.040000	0.040000	0.385996	False	K562	1630	7449.487448	0.971275	0.971275	15.071788	0.389587	7449.487448	0.971275	15.071788	0.389587	2438	5613.618205	0.960503	0.960503	11.357461	0.289048	2198	5631.031647	0.958707	0.958707	11.392692	0.296230	5622.324926	0.956912	11.375076	0.296230	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	2	4.605101	0.122980	0.122980	4.605101	0.122980	1	2.561889	0.077199	0.077199	2.561889	0.077199	3.583495	0.076302	3.583495	0.076302	0.105027
chr22	33196801	33259028	TIMP3	0	+	TIMP3	33196801	0.150000	0.150000	0.410233	False	K562	140	639.833278	0.571813	0.571813	10.282245	0.253142	639.833278	0.571813	10.282245	0.253142	195	448.997354	0.545781	0.545781	7.215475	0.141831	181	463.701878	0.565530	0.565530	7.451779	0.172352	456.349616	0.554758	7.333627	0.154399	3	13.710713	0.310592	0.310592	13.710713	0.310592	13.710713	0.310592	13.710713	0.310592	4	9.210202	0.230700	0.230700	9.210202	0.230700	5	12.809444	0.273788	0.273788	12.809444	0.273788	11.009823	0.251346	11.009823	0.251346	0.301616
chr22	33504514	33512280	LINC01640	0	+	LINC01640	33504514			0.082585	False	K562	15	68.553565	0.180431	0.180431	8.827397	0.199282	68.553565	0.180431	8.827397	0.199282	12	27.630606	0.077199	0.077199	3.557894	0.043088	13	33.304555	0.088869	0.088869	4.288508	0.073609	30.467581	0.080790	3.923201	0.055655	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	3	6.907652	0.175943	0.175943	6.907652	0.175943	0	0.000000	0.025135	0.025135	0.000000	0.025135	3.453826	0.069120	3.453826	0.069120	0.096948
chr22	33668846	34316410	LARGE1	0	-	LARGE1	34316410			0.082585	False	K562	590	2696.440242	0.877020	0.877020	4.163975	0.073609	2696.440242	0.877020	4.163975	0.073609	1131	2604.184655	0.901257	0.901257	4.021509	0.057451	973	2492.717831	0.898564	0.898564	3.849377	0.059246	2548.451243	0.903052	3.935443	0.057451	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	0	0.000000	0.020646	0.020646	0.000000	0.020646	1	2.561889	0.077199	0.077199	2.561889	0.077199	1.280944	0.043088	1.280944	0.043088	0.084381
chr22	34120971	34146803	LARGE-AS1	0	+	LARGE-AS1	34120971	0.000000	0.000000	0.268402	False	K562	27	123.396418	0.254937	0.254937	4.776882	0.082585	123.396418	0.254937	4.776882	0.082585	61	140.455583	0.270197	0.270197	5.437271	0.089767	36	92.227998	0.209156	0.209156	3.570300	0.053860	116.341790	0.242370	4.503786	0.071813	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	1	2.302551	0.070018	0.070018	2.302551	0.070018	1	2.561889	0.077199	0.077199	2.561889	0.077199	2.432220	0.059246	2.432220	0.059246	0.040395
chr22	35152655	35393905	ISX-AS1	0	-	ISX-AS1	35393905			0.082585	False	K562	284	1297.947506	0.739677	0.739677	5.380093	0.095153	1297.947506	0.739677	5.380093	0.095153	512	1178.905874	0.770197	0.770197	4.886656	0.075404	424	1086.240864	0.760323	0.760323	4.502553	0.080790	1132.573369	0.771993	4.694605	0.084381	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	0	0.000000	0.020646	0.020646	0.000000	0.020646	5	12.809444	0.273788	0.273788	12.809444	0.273788	6.404722	0.163375	6.404722	0.163375	0.231598
chr22	35462128	35483380	ISX	0	+	ISX	35462128	0.090000	0.090000	0.394973	False	K562	99	452.453532	0.475763	0.475763	21.289927	0.520646	452.453532	0.475763	21.289927	0.520646	73	168.086189	0.311490	0.311490	7.909194	0.170557	71	181.894107	0.321364	0.321364	8.558917	0.211849	174.990148	0.319569	8.234056	0.183124	22	100.545229	0.560144	0.560144	100.545229	0.560144	100.545229	0.560144	100.545229	0.560144	17	39.143359	0.409336	0.409336	39.143359	0.409336	7	17.933222	0.317774	0.317774	17.933222	0.317774	28.538290	0.378815	28.538290	0.378815	0.459605
chr22	35515816	35627049	LINC01399	0	-	LINC01399	35627049			0.082585	False	K562	590	2696.440242	0.877020	0.877020	24.241369	0.554758	2696.440242	0.877020	24.241369	0.554758	1138	2620.302509	0.904847	0.904847	23.556881	0.569120	953	2441.480054	0.895871	0.895871	21.949242	0.563734	2530.891282	0.899461	22.753061	0.563734	52	237.652360	0.673250	0.673250	237.652360	0.673250	237.652360	0.673250	237.652360	0.673250	88	202.624447	0.626571	0.626571	202.624447	0.626571	88	225.446217	0.637343	0.637343	225.446217	0.637343	214.035332	0.631957	214.035332	0.631957	0.646320
